Videocard Name,G3D Mark,G2D Mark,TDP (W),VRAM (MB),Category
Quadro P520,"2,027",229,NA,NA,Unknown
Quadro P5200,"11,626",507,NA,NA,Mobile
Quadro P5200 with Max-Q Design,"12,414",475,NA,NA,Unknown
Quadro P600,"3,324",524,40,2048 MB,Workstation
Quadro P6000,"15,528",735,250,24000 MB,Workstation
Quadro P620,"3,697",531,40,2048 MB,Workstation
Quadro RTX 3000,"10,793",484,80,6144 MB,"Mobile, Workstation"
Quadro RTX 3000 with Max-Q Design,"8,184",330,60,6144 MB,Mobile
Quadro RTX 4000,"14,892",822,160,8192 MB,Workstation
Quadro RTX 4000 (Mobile),"11,684",506,110,8192 MB,Mobile
Quadro RTX 4000 with Max-Q Design,"12,092",504,80,8192 MB,Mobile
Quadro RTX 5000,"15,358",692,230,16384 MB,Workstation
Quadro RTX 5000 (Mobile),"14,832",705,110,16384 MB,"Mobile, Workstation"
Quadro RTX 5000 with Max-Q Design,"12,713",521,80,16384 MB,"Mobile, Workstation"
Quadro RTX 6000,"17,849",766,295,24576 MB,Workstation
Quadro RTX 8000,"19,911",876,260,49152 MB,Workstation
Quadro T1000,"6,497",391,NA,NA,Mobile
Quadro T1000 with Max-Q Design,"6,676",399,NA,NA,Mobile
Quadro T2000,"7,292",416,60,4096 MB,Mobile
Quadro T2000 with Max-Q Design,"6,949",380,NA,NA,Mobile
Quadro2 MXR/EX,5,142,NA,64 MB,Workstation
Quadro2 Pro,1,143,NA,64 MB,Workstation
Quadro4 380 XGL,7,225,NA,NA,Unknown
Quadro4 900 XGL,5,194,NA,NA,Unknown
Quadro4 980 XGL,5,181,NA,NA,Unknown
Qualcomm Adreno 540 GPU,126,56,NA,NA,Unknown
Qualcomm Adreno 618 GPU,129,64,NA,NA,Unknown
Qualcomm Adreno 630 GPU,293,110,NA,NA,Unknown
Qualcomm Adreno 675 GPU,540,81,NA,NA,Unknown
Qualcomm Adreno 680 GPU,896,88,NA,NA,Unknown
Qualcomm Adreno 685 GPU,899,244,NA,NA,Unknown
Qualcomm Adreno 690 GPU,"1,072",86,NA,NA,Unknown
Qualcomm Adreno 7c Gen 3 GPU,778,156,NA,NA,Unknown
Qualcomm Adreno 7c+ Gen 3,702,168,NA,NA,Unknown
Qualcomm Adreno 8cx Gen 3,"1,947",223,NA,NA,Unknown
Qualcomm Adreno 8cx Gen 3 GPU,"1,933",410,NA,NA,Desktop
Qualcomm Adreno X1-45 GPU,"1,890",359,NA,NA,Desktop
Qualcomm Adreno X1-85 GPU,"3,043",465,NA,NA,Desktop
QXL KMDOD,19,203,NA,NA,Unknown
Racer-Tech USB Display Device,"13,692",831,NA,NA,Desktop
Radeon 2100,60,286,NA,NA,Unknown
Radeon 3000,98,414,NA,NA,Unknown
Radeon 3015e,351,113,NA,NA,Unknown
Radeon 3020e,504,149,NA,NA,Unknown
Radeon 3100,74,228,NA,NA,Unknown
Radeon 520,877,203,NA,NA,Unknown
Radeon 530,"1,036",174,NA,NA,Unknown
Radeon 535,"1,048",181,NA,NA,Unknown
Radeon 535DX,774,169,NA,NA,Unknown
Radeon 540,"1,458",237,NA,NA,Unknown
Radeon 540X,"1,596",304,NA,NA,Unknown
Radeon 550,"2,127",478,NA,NA,Unknown
Radeon 550X,"1,476",219,NA,NA,Unknown
Radeon 610M,"1,211",274,NA,NA,Mobile
Radeon 610M Ryzen 7 7840HX,"20,904",558,NA,NA,Mobile
Radeon 610M Ryzen 7 8745HX,"1,336",368,NA,NA,Mobile
Radeon 610M Ryzen 9 7845HX,"6,514",641,NA,NA,Mobile
Radeon 610M Ryzen 9 7940HX,"1,605",532,NA,NA,Mobile
Radeon 610M Ryzen 9 7945HX,"1,736",534,NA,NA,Mobile
Radeon 610M Ryzen 9 7945HX3D,"1,660",534,NA,NA,Mobile
Radeon 610M Ryzen 9 8940HX,"5,986",524,NA,NA,Mobile
Radeon 610M Ryzen 9 8945HX,"8,133",541,NA,NA,Mobile
Radeon 620,954,206,NA,NA,Unknown
Radeon 625,"1,078",204,NA,NA,Unknown
Radeon 630,"1,575",213,NA,NA,Unknown
Radeon 6600M,536,181,NA,NA,Mobile
Radeon 660M,"3,221",643,NA,NA,Mobile
Radeon 660M Ryzen 3 7335U,"2,217",702,NA,NA,Mobile
Radeon 660M Ryzen 5 6600H,"4,461",701,NA,NA,Mobile
Radeon 660M Ryzen 5 7533HS,"3,008",766,NA,NA,Mobile
Radeon 660M Ryzen 5 7535HS,"3,053",740,NA,NA,Mobile
Radeon 660M Ryzen 5 Pro 7535U,"4,025",858,NA,NA,Mobile
Radeon 6750M,911,570,NA,NA,Mobile
Radeon 680M,"3,710",675,NA,NA,Unknown
Radeon 680M Ryzen 7 7735HS,"4,315",756,NA,NA,Mobile
Radeon 680M Ryzen 7 Pro 7735U,"3,531",819,NA,NA,Mobile
Radeon 680M Ryzen 9 6900HX,"5,493",858,NA,NA,Mobile
Radeon 7000 / Radeon VE,3,99,NA,NA,Unknown
RADEON 7000 / RADEON VE Family,4,107,NA,NA,Unknown
RADEON 7200,3,94,NA,NA,Unknown
Radeon 740M,"3,027",790,NA,NA,Mobile
RADEON 7500,3,35,NA,64 MB,Desktop
RADEON 7500 Family,5,125,NA,NA,Unknown
Radeon 760M,"5,421",899,NA,NA,Mobile
Radeon 780M,"6,890",890,NA,NA,Mobile
Radeon 8040S,"10,431","1,094",NA,NA,Desktop
Radeon 8050S,"16,280","1,124",NA,NA,Desktop
Radeon 8060S,"18,051","1,170",NA,NA,Desktop
Radeon 820M,"2,185",764,NA,NA,Mobile
Radeon 840M,"3,843",877,NA,NA,Mobile
RADEON 8500 Family,7,146,NA,NA,Unknown
Radeon 860M,"4,874",921,NA,NA,Mobile
Radeon 880M,"7,709",973,NA,NA,Mobile
Radeon 890M,"8,177",978,NA,NA,Mobile
RADEON 9000,5,126,NA,128 MB,Desktop
RADEON 9000 Family,4,123,NA,NA,Unknown
RADEON 9100 Family,6,163,NA,NA,Unknown
RADEON 9100 IGP,5,128,NA,NA,Unknown
RADEON 9200,4,135,NA,256 MB,Desktop
RADEON 9200 LE Family,3,128,NA,NA,Unknown
RADEON 9200 PRO Family,3,135,NA,NA,Unknown
RADEON 9200 SE,3,129,NA,256 MB,Desktop
RADEON 9250,3,127,NA,256 MB,Desktop
RADEON 9500,36,173,NA,128 MB,Desktop
RADEON 9500 PRO / 9700,42,157,NA,NA,Unknown
RADEON 9550,35,145,NA,256 MB,Desktop
Radeon 9550 / X1050,29,150,NA,NA,Unknown
RADEON 9600 Family,25,150,NA,NA,Unknown
RADEON 9600 PRO,43,163,NA,256 MB,Desktop
RADEON 9600 PRO Family,27,148,NA,NA,Unknown
RADEON 9600 TX Family,18,138,NA,NA,Unknown
RADEON 9600 XT,35,147,NA,256 MB,Desktop
RADEON 9600SE,27,143,NA,NA,Unknown
RADEON 9700 PRO,54,149,NA,128 MB,Desktop
Radeon 9700 TX w/TV-Out,44,152,NA,NA,Unknown
RADEON 9800,58,191,NA,128 MB,Desktop
RADEON 9800 PRO,59,153,NA,256 MB,Desktop
RADEON 9800 SE,24,131,NA,256 MB,Desktop
RADEON 9800 XT,57,160,NA,256 MB,Desktop
RADEON A9800XT,23,145,NA,NA,Unknown
Radeon AI PRO R9700,"27,308","1,250",NA,NA,Desktop
Radeon Athlon 300GE,563,216,NA,NA,Desktop
Radeon Athlon Gold 3150U,774,234,NA,NA,Unknown
Radeon Athlon Gold PRO 4150GE,"1,574",613,NA,NA,Unknown
Radeon Athlon PRO 3045B,563,181,NA,NA,Unknown
Radeon Athlon Silver 3050U,674,223,NA,NA,Unknown
RADEON E2400,52,287,NA,NA,Unknown
RADEON E4690,405,347,NA,NA,Unknown
Radeon E6460,324,225,NA,NA,Unknown
Radeon E6465,231,354,NA,NA,Unknown
Radeon E6760,850,434,NA,NA,Unknown
Radeon E8860,"1,686",436,NA,NA,Unknown
Radeon E8870PCIe,"3,368",708,NA,NA,Unknown
Radeon Eng Sample: 100-000000082-40_40/17_Y,"1,596",464,NA,NA,Desktop
Radeon Eng Sample: 100-000000098-40_39/27_Y,"1,588",477,NA,NA,Desktop
Radeon Eng Sample: 100-000000144-40_38/38_Y,"1,659",563,NA,NA,Desktop
Radeon Eng Sample: 100-000000146-20_37/30_Y,"2,124",612,NA,NA,Desktop
Radeon Eng Sample: 100-000000149-40_40/30_Y,"1,801",598,NA,NA,Desktop
Radeon Eng Sample: 100-000000151-40_38/33_Y,"1,367",554,NA,NA,Desktop
Radeon Eng Sample: 100-000000252-50_Y,"2,411",478,NA,NA,Desktop
Radeon Eng Sample: 100-000000263-50_Y,"3,975",924,NA,NA,Desktop
Radeon Eng Sample: 100-000000285-30_Y,"2,640",698,NA,NA,Desktop
Radeon Eng Sample: 100-000000288-40_Y,"2,103",692,NA,NA,Desktop
Radeon Eng Sample: 100-000000295-40_Y,"2,879",812,NA,NA,Desktop
Radeon Eng Sample: 100-000000536-40_Y,"4,211",820,NA,NA,Desktop
Radeon Eng Sample: 100-000000544-40_Y,"5,630",842,NA,NA,Desktop
Radeon Eng Sample: 100-000000546-40_Y,"3,307",876,NA,NA,Desktop
Radeon EPYC 4124P 4-Core,"1,260",474,NA,NA,Desktop
Radeon EPYC 4244P 6-Core,"1,424",541,NA,NA,Desktop
Radeon EPYC 4344P 8-Core,"1,635",548,NA,NA,Desktop
Radeon EPYC 4364P 8-Core,886,253,NA,NA,Desktop
Radeon EPYC 4464P 12-Core,"1,461",534,NA,NA,Desktop
Radeon EPYC 4484PX 12-Core,"1,620",551,NA,NA,Desktop
Radeon EPYC 4564P 16-Core,"1,226",346,NA,NA,Desktop
Radeon EPYC 4584PX 16-Core,"1,662",559,NA,NA,Desktop
Radeon HD 2350,77,262,20,256 MB,Desktop
Radeon HD 2400,121,298,NA,NA,Unknown
Radeon HD 2400 PCI,14,86,NA,NA,Unknown
Radeon HD 2400 Pro,114,346,20,512 MB,Desktop
Radeon HD 2400 XT,119,357,25,256 MB,Desktop
Radeon HD 2600 PRO,211,337,35,512 MB,Desktop
Radeon HD 2600 Pro AGP,110,137,NA,NA,Unknown
Radeon HD 2600 XT,283,371,45,512 MB,Desktop
Radeon HD 2900 GT,292,344,150,512 MB,Desktop
Radeon HD 2900 PRO,628,397,200,1024 MB,Desktop
Radeon HD 2900 XT,660,397,215,1024 MB,Desktop
Radeon HD 3000,96,264,NA,NA,Unknown
Radeon HD 3200,82,227,NA,NA,Unknown
Radeon HD 3300,127,373,NA,NA,Unknown
Radeon HD 3450,179,24,25,512 MB,Desktop
Radeon HD 3470,117,55,30,512 MB,Desktop
Radeon HD 3650 AGP,150,155,NA,NA,Unknown
Radeon HD 3670,169,41,NA,NA,Unknown
Radeon HD 3850,401,29,75,1024 MB,Desktop
Radeon HD 3850 AGP,432,92,75,1024 MB,Desktop
Radeon HD 3850 X2,822,422,349,1024 MB,Desktop
Radeon HD 3870,552,57,106,1024 MB,Desktop
Radeon HD 3870 X2,587,117,165,512 MB,Desktop
Radeon HD 4200,112,372,NA,512 MB,Desktop
Radeon HD 4250,123,408,NA,512 MB,Desktop
Radeon HD 4270,110,303,NA,NA,Unknown
Radeon HD 4290,141,442,NA,512 MB,Desktop
Radeon HD 4300/4500 Serisi,156,347,NA,NA,Unknown
Radeon HD 4330,135,26,NA,NA,Unknown
Radeon HD 4350,165,26,20,1024 MB,Desktop
Radeon HD 4550,236,429,20,1024 MB,Desktop
Radeon HD 4650,248,29,48,1024 MB,Desktop
Radeon HD 4650 AGP,208,156,NA,NA,Unknown
Radeon HD 4670,381,34,59,1024 MB,Desktop
Radeon HD 4770,909,81,80,512 MB,Desktop
Radeon HD 4810,775,225,95,512 MB,Desktop
Radeon HD 4830,866,49,95,1024 MB,Desktop
Radeon HD 4850,947,72,110,2048 MB,Desktop
Radeon HD 4850 X2,"1,132",542,250,1024 MB,Desktop
Radeon HD 4870,"1,386",43,150,2048 MB,Desktop
Radeon HD 4870 X2,"1,309",565,286,1024 MB,Desktop
Radeon HD 4890,"1,546",65,190,2048 MB,Desktop
Radeon HD 5450,136,140,19.1,2048 MB,Desktop
Radeon HD 5470,268,298,NA,NA,Unknown
Radeon HD 5550,384,185,39,2048 MB,Desktop
Radeon HD 5570,477,200,39,2048 MB,Desktop
Radeon HD 5600/5700,615,283,NA,NA,Unknown
Radeon HD 5670,795,294,64,2048 MB,Desktop
Radeon HD 5750,"1,171",343,86,1024 MB,Desktop
Radeon HD 5770,"1,349",339,108,2048 MB,Desktop
Radeon HD 5830,"1,726",398,175,1024 MB,Desktop
Radeon HD 5850,"1,949",418,151,2048 MB,Desktop
Radeon HD 5870,"2,181",423,228,2048 MB,Desktop
Radeon HD 5970,"2,290",417,294,2048 MB,Desktop
Radeon HD 6230,179,254,NA,NA,Unknown
Radeon HD 6250,94,30,35,NA,Mobile
Radeon HD 6290,105,32,45,NA,Mobile
Radeon HD 6290M,140,92,NA,NA,Mobile
Radeon HD 6300M,144,107,NA,NA,Mobile
Radeon HD 6310,122,35,45,NA,Mobile
Radeon HD 6320,147,43,45,NA,Mobile
Radeon HD 6320 Graphic,216,159,NA,NA,Unknown
Radeon HD 6320M,198,151,NA,NA,Mobile
RADEON HD 6350,141,171,19.1,512 MB,Desktop
Radeon HD 6370D,255,146,65,NA,Desktop
Radeon HD 6370M,276,401,11,1024 MB,Mobile
Radeon HD 6380G,201,91,35,NA,Mobile
Radeon HD 6410D,237,117,65,NA,Desktop
Radeon HD 6430M,193,106,NA,1024 MB,Mobile
Radeon HD 6450,198,119,18,512 MB,Desktop
Radeon HD 6450 + 8470D Dual,763,486,NA,NA,Unknown
Radeon HD 6450A,260,208,NA,NA,Unknown
Radeon HD 6470M,226,105,NA,1024 MB,Mobile
Radeon HD 6480G,257,81,45,NA,Mobile
Radeon HD 6480M,353,282,NA,NA,Mobile
Radeon HD 6490M,378,514,NA,512 MB,Mobile
Radeon HD 6520G,300,82,45,NA,Mobile
Radeon HD 6530D,337,136,100,NA,Desktop
Radeon HD 6550A,708,609,NA,NA,Unknown
Radeon HD 6550D,400,131,100,NA,Desktop
Radeon HD 6570,555,222,44,1024 MB,Desktop
Radeon HD 6610M,565,527,NA,NA,Mobile
Radeon HD 6620G,341,103,45,NA,Mobile
Radeon HD 6630M,685,390,NA,1024 MB,Mobile
Radeon HD 6650A,836,418,NA,NA,Unknown
Radeon HD 6650M,769,235,NA,1024 MB,Mobile
Radeon HD 6670,729,253,66,2048 MB,Desktop
Radeon HD 6670 + 6670 Dual,647,552,NA,NA,Unknown
Radeon HD 6670 + 7660D Dual,"1,492",483,NA,NA,Unknown
Radeon HD 6670/7670,946,320,NA,NA,Unknown
Radeon HD 6700M,"1,017",523,NA,NA,Mobile
Radeon HD 6750,"1,042",285,86,1024 MB,Desktop
Radeon HD 6750M,937,487,NA,1024 MB,Mobile
Radeon HD 6770,"1,275",322,108,1024 MB,Desktop
Radeon HD 6770M,964,572,NA,1024 MB,Mobile
Radeon HD 6790,"1,567",390,150,1024 MB,Desktop
Radeon HD 6800M,753,222,NA,NA,Mobile
Radeon HD 6850,"1,938",437,127,1024 MB,Desktop
Radeon HD 6850 X2,"2,534",373,NA,NA,Unknown
Radeon HD 6870,"2,204",423,151,2048 MB,Desktop
Radeon HD 6900M,"1,695",375,NA,NA,Mobile
Radeon HD 6950,"2,596",450,200,1024 MB,Desktop
Radeon HD 6970,"2,831",436,250,2048 MB,Desktop
Radeon HD 6970M,"2,270",656,75,2048 MB,Mobile
Radeon HD 6990,"3,118",504,375,2048 MB,Desktop
Radeon HD 7290,112,48,NA,NA,Unknown
Radeon HD 7290M,123,90,NA,NA,Mobile
Radeon HD 7310,128,44,NA,NA,Unknown
Radeon HD 7310 - Carte graphique,174,120,NA,NA,Unknown
Radeon HD 7310G,181,119,NA,NA,Unknown
Radeon HD 7310M,166,127,NA,NA,Mobile
Radeon HD 7340,153,50,NA,NA,Unknown
Radeon HD 7340G,196,146,NA,NA,Unknown
Radeon HD 7340M,221,160,NA,NA,Mobile
Radeon HD 7350,165,187,19.1,512 MB,Desktop
Radeon HD 7400G,266,107,NA,NA,Unknown
Radeon HD 7420G,316,103,NA,NA,Unknown
Radeon HD 7450,224,145,18,1024 MB,Desktop
Radeon HD 7450A,288,385,NA,NA,Unknown
Radeon HD 7450M,330,441,7,1024 MB,Mobile
Radeon HD 7470,289,152,27,1024 MB,Desktop
Radeon HD 7470M,408,393,7,1024 MB,Mobile
Radeon HD 7480D,281,119,65,NA,Desktop
Radeon HD 7500G,316,102,NA,NA,Unknown
Radeon HD 7500G + 7500M/7600M Dual,617,308,NA,NA,Mobile
Radeon HD 7500G + 7550M Dual,497,263,NA,NA,Mobile
Radeon HD 7500G + HD 7500M/7600M Dual,356,265,NA,NA,Mobile
Radeon HD 7520G,315,107,NA,NA,Unknown
Radeon HD 7520G + 7400M Dual,487,280,NA,NA,Mobile
Radeon HD 7520G + 7470M Dual,543,345,NA,NA,Mobile
Radeon HD 7520G + 7500/7600 Dual,582,379,NA,NA,Unknown
Radeon HD 7520G + 7600M Dual,591,362,NA,NA,Mobile
Radeon HD 7520G + 7610M Dual,588,317,NA,NA,Mobile
Radeon HD 7520G + 7650M Dual,453,345,NA,NA,Mobile
Radeon HD 7520G + 7670M Dual,523,323,NA,NA,Mobile
Radeon HD 7520G + 7700M Dual,"1,061",331,NA,NA,Mobile
Radeon HD 7520G + 8600/8700M Dual,311,329,NA,NA,Mobile
Radeon HD 7520G + 8750M Dual,377,388,NA,NA,Mobile
Radeon HD 7520G + HD 7400M Dual,545,315,NA,NA,Mobile
Radeon HD 7520G + HD 7500/7600 Dual,832,355,NA,NA,Unknown
Radeon HD 7520G + HD 7600M Dual,447,150,NA,NA,Mobile
Radeon HD 7520G + HD 7670M Dual,495,295,NA,NA,Mobile
Radeon HD 7520G + HD 7700M Dual,575,389,NA,NA,Mobile
Radeon HD 7520G + HD 8600/8700M Dual,624,291,NA,NA,Mobile
Radeon HD 7520G + HD 8750M Dual,651,289,NA,NA,Mobile
Radeon HD 7520G N HD 7520G + HD 7500/7600 7500/760,575,386,NA,NA,Unknown
Radeon HD 7520G N HD 7520G + HD 7600M N HD 7600M D,365,263,NA,NA,Mobile
Radeon HD 7540D,331,128,65,NA,Desktop
Radeon HD 7540D + 6570 Dual,720,469,NA,NA,Unknown
Radeon HD 7540D + 7500 Dual,822,471,NA,NA,Unknown
Radeon HD 7540D + HD 6450 Dual,643,444,NA,NA,Unknown
Radeon HD 7550M,465,403,13,1024 MB,Mobile
Radeon HD 7550M/7650M,729,524,13,1024 MB,Mobile
Radeon HD 7560D,451,164,100,NA,Desktop
Radeon HD 7560D + 6450 Dual,569,490,NA,NA,Unknown
Radeon HD 7560D + 6570 Dual,833,476,NA,NA,Unknown
Radeon HD 7560D + 6670 Dual,"1,131",501,NA,NA,Unknown
Radeon HD 7560D + 7560D Dual,983,420,NA,NA,Unknown
Radeon HD 7560D + 7570 Dual,985,434,NA,NA,Unknown
Radeon HD 7560D + 7670 Dual,"1,426",445,NA,NA,Unknown
Radeon HD 7560D + 7700 Dual,"1,919",518,NA,NA,Unknown
Radeon HD 7560D + HD 6570 Dual,"1,237",528,NA,NA,Unknown
Radeon HD 7560D + HD 6670 Dual,"1,555",652,NA,NA,Unknown
Radeon HD 7560D + HD 7000 Dual,534,423,NA,NA,Unknown
Radeon HD 7560D + HD 7600 Dual,"1,258",457,NA,NA,Unknown
Radeon HD 7560D + HD 7670 Dual,"1,380",463,NA,NA,Unknown
Radeon HD 7560D + HD 7700 Dual,"1,347",497,NA,NA,Unknown
Radeon HD 7560D + HD 8570 Dual,936,425,NA,NA,Unknown
Radeon HD 7560D + R5 235 Dual,563,397,NA,NA,Unknown
Radeon HD 7570,617,256,44,1024 MB,Desktop
Radeon HD 7570M,419,185,13,1024 MB,Mobile
Radeon HD 7570M/HD 7670M,699,555,25,1024 MB,Mobile
Radeon HD 7580D,351,430,NA,NA,Unknown
Radeon HD 7600G,334,91,NA,NA,Unknown
Radeon HD 7600G + 6400M Dual,377,257,NA,NA,Mobile
Radeon HD 7600G + 7450M Dual,390,221,NA,NA,Mobile
Radeon HD 7600G + 7500M/7600M Dual,406,210,NA,NA,Mobile
Radeon HD 7600G + 7550M Dual,423,247,NA,NA,Mobile
Radeon HD 7600G + 8500M/8700M Dual,334,131,NA,NA,Mobile
Radeon HD 7600G + HD 7400M Dual,329,147,NA,NA,Mobile
Radeon HD 7600G + HD 7500M/7600M Dual,477,126,NA,NA,Mobile
Radeon HD 7600G + HD 7550M Dual,509,202,NA,NA,Mobile
Radeon HD 7600G + HD 8670M Dual,544,241,NA,NA,Mobile
Radeon HD 7600G + HD Dual,435,158,NA,NA,Unknown
Radeon HD 7600G N HD 7600G + HD ON HD Dual,526,244,NA,NA,Unknown
Radeon HD 7600M + 7600M Dual,773,317,NA,NA,Mobile
Radeon HD 7610M,632,479,20,1024 MB,Mobile
Radeon HD 7620G,357,107,NA,NA,Unknown
Radeon HD 7620G + 8600M Dual,509,294,NA,NA,Mobile
Radeon HD 7620G + 8670M Dual,577,322,NA,NA,Mobile
Radeon HD 7620G + HD 8600M Dual,443,267,NA,NA,Mobile
Radeon HD 7620G + HD 8670M Dual,507,267,NA,NA,Mobile
Radeon HD 7620G N HD 7620G + HD 8600M N HD 8600M D,452,238,NA,NA,Mobile
Radeon HD 7640G,452,122,NA,NA,Unknown
Radeon HD 7640G + 6400M Dual,527,279,NA,NA,Mobile
Radeon HD 7640G + 7400M Dual,637,286,NA,NA,Mobile
Radeon HD 7640G + 7450M Dual,754,353,NA,NA,Mobile
Radeon HD 7640G + 7470M Dual,595,301,NA,NA,Mobile
Radeon HD 7640G + 7500/7600 Dual,627,293,NA,NA,Unknown
Radeon HD 7640G + 7500M/7600M Dual,776,317,NA,NA,Mobile
Radeon HD 7640G + 7600M Dual,706,294,NA,NA,Mobile
Radeon HD 7640G + 7610M Dual,510,309,NA,NA,Mobile
Radeon HD 7640G + 7650M Dual,747,188,NA,NA,Mobile
Radeon HD 7640G + 7670M Dual,645,294,NA,NA,Mobile
Radeon HD 7640G + 7690M Dual,946,325,NA,NA,Mobile
Radeon HD 7640G + 7700M Dual,691,324,NA,NA,Mobile
Radeon HD 7640G + 8500M Dual,586,308,NA,NA,Mobile
Radeon HD 7640G + 8570M Dual,558,274,NA,NA,Mobile
Radeon HD 7640G + 8600/8700M Dual,689,308,NA,NA,Mobile
Radeon HD 7640G + 8600M Dual,250,217,NA,NA,Mobile
Radeon HD 7640G + 8670M Dual,558,316,NA,NA,Mobile
Radeon HD 7640G + 8750M Dual,655,305,NA,NA,Mobile
Radeon HD 7640G + HD 7400M Dual,577,152,NA,NA,Mobile
Radeon HD 7640G + HD 7500/7600 Dual,424,301,NA,NA,Unknown
Radeon HD 7640G + HD 7600M Dual,704,277,NA,NA,Mobile
Radeon HD 7640G + HD 7600M N HD 7600M Dual,407,198,NA,NA,Mobile
Radeon HD 7640G + HD 7670M Dual,519,97,NA,NA,Mobile
Radeon HD 7640G + HD 7700M Dual,589,277,NA,NA,Mobile
Radeon HD 7640G + HD 7700M N HD 7700M Dual,631,272,NA,NA,Mobile
Radeon HD 7640G + HD 8500M Dual,607,305,NA,NA,Mobile
Radeon HD 7640G + HD 8500M N HD 8500M Dual,666,311,NA,NA,Mobile
Radeon HD 7640G + HD 8570M Dual,475,196,NA,NA,Mobile
Radeon HD 7640G + HD 8600/8700M Dual,587,298,NA,NA,Mobile
Radeon HD 7640G + HD 8670M Dual,677,249,NA,NA,Mobile
Radeon HD 7640G + HD 8750M Dual,997,293,NA,NA,Mobile
Radeon HD 7640G + R5 M200 Dual,559,249,NA,NA,Unknown
Radeon HD 7640G + R5 M230 Dual,239,75,NA,NA,Unknown
Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D,824,262,NA,NA,Mobile
Radeon HD 7640G N HD 7640G + HD 7670M Dual,680,305,NA,NA,Mobile
Radeon HD 7640G N HD 7640G + HD 8570M Dual,423,287,NA,NA,Mobile
Radeon HD 7650A,556,283,NA,NA,Unknown
Radeon HD 7650M,432,48,20,1024 MB,Mobile
Radeon HD 7660D,513,180,100,NA,Desktop
Radeon HD 7660D + 6570 Dual,"1,100",551,NA,NA,Unknown
Radeon HD 7660D + 6670 Dual,"1,238",524,NA,NA,Unknown
Radeon HD 7660D + 7470 Dual,466,491,NA,NA,Unknown
Radeon HD 7660D + 7500 Dual,"1,121",500,NA,NA,Unknown
Radeon HD 7660D + 7540D Dual,"1,204",547,NA,NA,Unknown
Radeon HD 7660D + 7670 Dual,"1,062",494,NA,NA,Unknown
Radeon HD 7660D + HD 6670 Dual,"1,485",515,NA,NA,Unknown
Radeon HD 7660D + HD 7000 Dual,634,465,NA,NA,Unknown
Radeon HD 7660D + HD 7400 Dual,340,448,NA,NA,Unknown
Radeon HD 7660D + HD 7700 Dual,"1,958",495,NA,NA,Unknown
Radeon HD 7660D + R5 235 Dual,524,386,NA,NA,Unknown
Radeon HD 7660D + R7 240 Dual,942,453,NA,NA,Unknown
Radeon HD 7660G,481,129,NA,NA,Unknown
Radeon HD 7660G + 7400M Dual,588,326,NA,NA,Mobile
Radeon HD 7660G + 7470M Dual,631,351,NA,NA,Mobile
Radeon HD 7660G + 7600M Dual,832,341,NA,NA,Mobile
Radeon HD 7660G + 7610M Dual,746,323,NA,NA,Mobile
Radeon HD 7660G + 7670M Dual,743,347,NA,NA,Mobile
Radeon HD 7660G + 7700M Dual,757,311,NA,NA,Mobile
Radeon HD 7660G + 7730M Dual,931,392,NA,NA,Mobile
Radeon HD 7660G + 8600M Dual,446,360,NA,NA,Mobile
Radeon HD 7660G + 8670M Dual,588,333,NA,NA,Mobile
Radeon HD 7660G + HD 7500/7600 7500/7600 Dual,"1,002",347,NA,NA,Unknown
Radeon HD 7660G + HD 7500/7600 Dual,760,369,NA,NA,Unknown
Radeon HD 7660G + HD 7500M/7600M Dual,999,323,NA,NA,Mobile
Radeon HD 7660G + HD 7600M Dual,568,90,NA,NA,Mobile
Radeon HD 7660G + HD 7600M N HD 7600M Dual,460,297,NA,NA,Mobile
Radeon HD 7660G + HD 7670M Dual,707,317,NA,NA,Mobile
Radeon HD 7660G + HD 7700M Dual,777,168,NA,NA,Mobile
Radeon HD 7660G + HD 7730M Dual,882,329,NA,NA,Mobile
Radeon HD 7660G + HD 8500M Dual,758,355,NA,NA,Mobile
Radeon HD 7660G + HD 8600/8700M Dual,747,365,NA,NA,Mobile
Radeon HD 7660G + HD 8600M Dual,364,337,NA,NA,Mobile
Radeon HD 7660G + HD 8670M Dual,711,325,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D,723,292,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7670M Dual,705,318,NA,NA,Mobile
Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D,967,351,NA,NA,Mobile
Radeon HD 7670,803,317,66,1024 MB,Desktop
Radeon HD 7670A,"1,050",702,NA,NA,Unknown
Radeon HD 7670M,481,87,20,1024 MB,Mobile
Radeon HD 7670M + 7670M Dual,738,294,NA,NA,Mobile
Radeon HD 7690M,832,354,20,2048 MB,Mobile
Radeon HD 7690M XT,"1,009",552,25,2048 MB,Mobile
Radeon HD 7700-serie,"1,899",533,NA,NA,Unknown
Radeon HD 7730,"1,163",389,47,1024 MB,Desktop
Radeon HD 7730M,787,211,25,2048 MB,Mobile
Radeon HD 7750,"1,703",447,55,4096 MB,Desktop
Radeon HD 7750M,"1,191",693,28,2048 MB,Mobile
Radeon HD 7770,"2,174",471,80,2048 MB,Desktop
Radeon HD 7790,"3,090",459,85,2048 MB,Desktop
Radeon HD 7800-serie,"4,029",708,NA,NA,Unknown
